标题,来源,下载方式,链接
2018 APLAR建议：中轴型脊柱关节炎的治疗,"亚太风湿病学联盟协会(APLAR,Asia Pacific League of Associations for Rheumatology)",站内免费下载,https://guide.medlive.cn/guideline/17582
罕见病诊疗指南（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/17566
2018 APLAR建议：类风湿性关节炎的治疗（更新版）,"亚太风湿病学联盟协会(APLAR,Asia Pacific League of Associations for Rheumatology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/17572
加速康复妇科围手术期护理中国专家共识,妇产科相关专家组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/18624
2019 IHS指南：成人偏头痛发作紧急治疗的对照试验,"国际头痛协会(IHS,International Headache society)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/17563
2019 ESO/ESMINT指南：急性缺血性卒中机械血栓清除术,"欧洲卒中组织(ESO,European Stroke Organisation)",站内免费下载,https://guide.medlive.cn/guideline/17570
2019 IMWG共识声明：多发性骨髓瘤椎体压缩骨折经皮椎体成形术和球囊后凸成形术骨水泥填充的作用,"国际骨髓瘤工作组(IMWG,International Myeloma Working Group)",站内免费下载,https://guide.medlive.cn/guideline/17574
2019 SFAR指南：术后疼痛管理,"法国麻醉和重症医学学会(SFAR,French Society for Anaesthesia and Intensive Care)",站内免费下载,https://guide.medlive.cn/guideline/17626
成人社区获得性肺炎基层诊疗指南（2018年）,"中华医学会(CMA,Chinese Medical Association)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/17802
腹壁缺损修复与重建中国专家共识（2019版）,中华医学会外科学分会疝和腹壁外科学组,站内免费下载,https://guide.medlive.cn/guideline/17745
2019 临床指南：成人骨Paget病的诊断和治疗,Paget’s病协会(Paget’s Association),站内免费下载,https://guide.medlive.cn/guideline/17559
2019 AHA科学声明：降低高危儿科患者心血管风险,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/17558
2019 ELN专家建议：急性早幼粒细胞白血病的管理（更新）,"欧洲白血病网(ELN,European LeukmiaNet)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/17564
2019 SFORL指南：成人和儿童颈部淋巴管畸形的诊断,"法国耳鼻喉科学会(SFORL,French Society of Otorhinolaryngology)",站内免费下载,https://guide.medlive.cn/guideline/17580
常规心电图检查操作指南（简版）,常规心电图检查操作指南编写专家组,站内免费下载,https://guide.medlive.cn/guideline/17555
2019 法国指南：在麻醉情况下儿童气道管理,"法国麻醉和重症医学学会(SFAR,French Society for Anaesthesia and Intensive Care)",站内免费下载,https://guide.medlive.cn/guideline/17567
2019 法国指南：成人中-重度银屑病的系统治疗,法国皮肤病学学会(French Society of Dermatology),站内免费下载,https://guide.medlive.cn/guideline/17536
2019 EAU指南：肾细胞癌（更新版）,"欧洲泌尿外科学会(EAU,European Association of Urology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/17557
2019 CPIC指南：CYP2D6基因型和阿托西汀治疗,"临床药物基因组学实施联盟(CPIC,Clinical Pharmacogenetics Implementation Consortium)",站内免费下载,https://guide.medlive.cn/guideline/17565
2019 ACG临床指南：成人溃疡性结肠炎,"美国胃肠病学会(ACG,American College of Gastroenterology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/17605
2019 ESMO临床实践指南：肾细胞癌的诊断，治疗和随访,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/17538
2019 AHA科学声明：心脏肿瘤学的血管和代谢观点,"美国心脏协会(AHA,American Heart Association)",第三方数据库下载,https://guide.medlive.cn/guideline/17542
2019 ESPA临床实践声明：儿科择期手术安全程序性镇静和镇痛,"欧洲儿科麻醉学会(ESPA,European Society for Paediatric Anaesthesiology)",站内免费下载,https://guide.medlive.cn/guideline/17552
2019 加拿大指南：HIV暴露前预防以及职业外暴露后预防,国外感染病相关专家组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/17710
胃食管反流病外科诊疗共识（2019版）,中国医师协会外科医师分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/18695
2019 APA临床实践指南：跨越3个年龄组的抑郁症治疗,"美国精神病学会(APA,American Psychiatric Association)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/20011
儿童感染性疾病降钙素原应用专家共识,中华医学会儿科学分会,站内免费下载,https://guide.medlive.cn/guideline/18409
特殊健康状态儿童预防接种专家共识之十 ——新生儿颅内出血与预防接种,苏州市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18323
腹腔镜肝胆胰手术操作指南,《腹腔镜肝胆胰手术操作指南》制定委员会,站内免费下载,https://guide.medlive.cn/guideline/18132
HBV相关慢加急性肝衰竭中西医结合诊疗推荐意见,中国中西医结合学会传染病专业委员会,站内免费下载,https://guide.medlive.cn/guideline/18122
中国慢性胆囊炎、胆囊结石内科诊疗共识意见（2018年）,中华消化杂志编辑委员会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/18112
器官移植病理学临床技术操作规范（2019版）——总论与肾移植,中华医学会器官移植学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17856
Kasabach-Merritt 现象诊断与治疗中国专家共识,中国儿科相关医学专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17830
中国慢性鼻窦炎诊断和治疗指南（2018）,中华耳鼻咽喉头颈外科杂志编辑委员会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/17789
骨髓增生异常综合征中国诊断与治疗指南（2019年）,"中华医学会血液学分会(CMA,CHINESE MEDICAL ASSOCIATION)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/17785
2019 中国指南：老年高血压的管理—英文版,中国老年医学学会高血压分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17783
中国慢性肾脏病矿物质和骨异常诊治指南概要,国家肾脏疾病临床医学研究中心,有解读站内免费下载,https://guide.medlive.cn/guideline/17777
重症患者谵妄管理专家共识,中国冷静治疗研究组,会员可通过APP阅读,https://guide.medlive.cn/guideline/17523
中国骨科手术加速康复围手术期氨甲环酸与抗凝血药应用的专家共识,中国康复技术转化及发展促进会,站内免费下载,https://guide.medlive.cn/guideline/18040
心肺复苏后昏迷患者早期神经功能预后评估专家共识,心肺复苏后昏迷患者早期神经功能预后评估专家共识组,会员可通过APP阅读,https://guide.medlive.cn/guideline/18014
中国人类免疫缺陷病毒感染者围手术期抗病毒治疗专家共识,中国性病艾滋病防治协会,有其他版本站内VIP下载,https://guide.medlive.cn/guideline/17962
多发性骨髓瘤遗传学检测专家共识,中国抗癌协会血液肿瘤专业委员会,站内VIP下载,https://guide.medlive.cn/guideline/17925
中国头癣诊断和治疗指南（2018修订版）,中国头癣诊疗指南工作组,站内免费下载,https://guide.medlive.cn/guideline/17758
中国体癣和股癣诊疗指南（2018修订版）,中国体癣和股癣诊疗指南工作组,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17726
大咯血诊疗规范,中国医师协会整合医学分会呼吸专业委员会,站内VIP下载,https://guide.medlive.cn/guideline/17720
特殊健康状态儿童预防接种专家共识之十一—婴儿黄疸与预防接种,苏州市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17719
前庭性偏头痛诊疗多学科专家共识,"中国卒中学会(CSA,Chinese Stroke Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/17702
尿道狭窄治疗安全共识,中国医促会泌尿健康促进分会,站内免费下载,https://guide.medlive.cn/guideline/17695
奇正 消痛贴膏临床应用专家共识,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/17689
特殊健康状态儿童预防接种专家共识之九—脑性瘫痪与预防接种,杭州市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17643
2019 临床实践指南：Mohs显微外科手术的适应证,"加拿大安大略癌症治疗中心(CCO,Cancer Care Ontario)",站内免费下载,https://guide.medlive.cn/guideline/17652
特殊健康状态儿童预防接种专家共识之八—癫痫与预防接种,杭州市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17628
EGFR-TKI不良反应管理专家共识,中国抗癌协会肺癌专业委员会,站内免费下载,https://guide.medlive.cn/guideline/17620
特殊健康状态儿童预防接种专家共识之七——热性惊厥与预防接种,杭州市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17609
气胸中医诊疗专家共识,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/17560
妇科恶性肿瘤腹腔热灌注化疗临床应用专家共识（2019）,中国抗癌协会妇科肿瘤专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17553
湖北省急性ST段抬高型心肌梗死溶栓治疗专家建议,中国心血管病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17545
2019 欧洲专家共识声明：阿片类药物引起便秘的病理生理学和管理,国外消化科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17541
社区获得性肺炎中医诊疗指南（2018修订版）,中华中医药学会内科分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17540
心血管磁共振成像技术检查规范中国专家共识,国际心血管磁共振学会中国区委员会,站内免费下载,https://guide.medlive.cn/guideline/17537
围术期用药安全专家共识（2018）,中国医师协会麻醉学医师分会,站内免费下载,https://guide.medlive.cn/guideline/17534
影像学引导肾癌冷冻消融专家共识2019版,亚洲冷冻治疗学会,站内免费下载,https://guide.medlive.cn/guideline/17533
肺小结节术前辅助定位技术专家共识（2019版）,中国医疗保健国际交流促进会,站内免费下载,https://guide.medlive.cn/guideline/17525
中国糖尿病足防治指南（2019版）（Ⅰ）,"中华医学会糖尿病学分会(CDS,Chinese Diabetes Society)",有解读有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/17897
晕厥诊断与治疗中国专家共识（2018）,中华心血管病杂志编辑委员会,有解读有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/17894
膝骨关节炎阶梯治疗专家共识（2018 年版）,"中华医学会骨科学分会(COA,Chinese Orthopaedic Association)",站内VIP下载,https://guide.medlive.cn/guideline/17877
妇科手术加速康复的中国专家共识,中华医学会妇产科学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/17870
常见消化内镜手术麻醉管理专家共识,"中华医学会内镜学分会(CSDE,Chinese Society of Digestive Endoscopy)",站内免费下载,https://guide.medlive.cn/guideline/17867
成人经鼻高流量湿化氧疗临床规范应用专家共识,中华医学会呼吸病学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/17865
结核分枝杆菌耐药性检测专家共识,《中国防痨杂志》编辑委员会,站内免费下载,https://guide.medlive.cn/guideline/18216
2019 SOGC临床实践指南：孕早期超声检查（No.375）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",站内免费下载,https://guide.medlive.cn/guideline/17522
雾化吸入疗法合理用药专家共识（2019年版）,中华医学会临床药学分会,站内免费下载,https://guide.medlive.cn/guideline/17527
2019 国际共识：结直肠癌经自然腔道取标本手术（NOSES）,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17544
2019 CDA实践指南：生物制剂治疗银屑病,"加拿大皮肤病学学会(CDA,Canadian Dermatology Association)",站内免费下载,https://guide.medlive.cn/guideline/17539
2019 SOGC委员会意见：宫颈长度筛查（No. 374）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",站内免费下载,https://guide.medlive.cn/guideline/17554
2019 ASE/SCAI/JSE/SCMR指南：经皮瓣膜修复或置换术后瓣膜返流评估,"美国超声心动图学会(ASE,American Society of Echocardiography)",站内免费下载,https://guide.medlive.cn/guideline/17549
中国高龄脑卒中患者康复治疗技术专家共识,中国老年保健医学研究会,站内免费下载,https://guide.medlive.cn/guideline/17669
2019 EAST实践指南：钝性膀胱损伤的管理,"美国东部创伤外科学会(EAST,The Eastern Association for the Surgery of Trauma)",站内免费下载,https://guide.medlive.cn/guideline/17657
2019 EFSUMB意见书：手持超声设备的应用,"欧洲生物医学超声学会联盟(EFSUMB,European Federation of Societies for Ultrasound in Medicine and Biology)",站内免费下载,https://guide.medlive.cn/guideline/17811
2018 CSCO临床指南：头颈部肿瘤的诊断和治疗（英文版）,"中国临床肿瘤学会(CSCO,Chinese Society of Clinical Oncology)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/17927
2018 CSCO临床指南：持续/复发及转移性分化型甲状腺癌的诊断和治疗（英文版）,"中国临床肿瘤学会(CSCO,Chinese Society of Clinical Oncology)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/17918
2019 循证建议：前交叉韧带断裂的管理,国外骨科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18743
2019 ICS共识：遗尿症的诊断和治疗,"国际尿控协会(ICS,International Continence Society)",站内免费下载,https://guide.medlive.cn/guideline/17516
2019 英国国家共识：早产儿呼吸窘迫综合征表面活性剂替代治疗,国外儿科相关医学专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17514
2019 AHA科学声明：心脏移植的致敏作用,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/17515
2017 日本肾性低尿酸血症临床实践指南（第1版）,肾脏病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17528
2019 JSCN专家共识：抽动障碍的药物治疗,"日本儿童神经病学学会(JSCN,Japanese Society of Child Neurology)",站内免费下载,https://guide.medlive.cn/guideline/18102
2019 法国多学科建议：母婴和先天性弓形虫病的诊断和治疗,国外感染病相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17517
2019 意大利建议： 重症肌无力的诊断和治疗,国外神经内科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17518
中国高血压防治指南2018年修订版,《中国高血压防治指南》修订委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17736
儿童心肌炎诊断建议（2018年版）,中华医学会儿科学分会心血管学组,会员可通过APP阅读,https://guide.medlive.cn/guideline/17678
2019 EAES共识声明：单切口内镜手术,"欧洲内镜外科协会(EAES,The European Association for Endoscopic Surgery)",站内免费下载,https://guide.medlive.cn/guideline/17487
2019 AASM临床实践指南：应用气道正压治疗成人阻塞性睡眠呼吸暂停,"美国睡眠医学会(AASM,American Academy of Sleep Medicine)",有解读有翻译第三方数据库下载,https://guide.medlive.cn/guideline/17495
2019 BSG指南：急性下消化道出血的诊断和管理,"英国胃肠病学会(BSG,British Society of Gastroenterology)",第三方数据库下载,https://guide.medlive.cn/guideline/17508
2018 专家共识：东亚ACS或接受PCI治疗患者的抗血小板治疗（更新版）,"亚洲心脏病学会(ASC,Asian Society of Cardiology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18094
2019 结直肠癌幸存者随访建议,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17490
2019 SFMV共识声明：静脉血栓栓塞性疾病未解决的问题,"法国血管医学学会(SFMV,French Society for Vascular Medicine)",站内免费下载,https://guide.medlive.cn/guideline/17489
2019 AHA科学声明：心导管室在管理院外心脏骤停患者的作用,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/17493
2019 专家共识声明：强迫症早期干预,国外精神科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17510
2019 CTS临床实践指南：肌萎缩侧索硬化症患者家庭机械通气,"加拿大胸科学会(CTS,Canadian Thoracic Society)",站内免费下载,https://guide.medlive.cn/guideline/20554
2019 共识指南：非酒精性脂肪性肝炎患者临床试验期间疑似急性药物性肝损伤的检测、评估和管理实践,国外肝病科相关专家小组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/17511
2019 ASER/POQI共识声明：术前接受阿片类药物治疗的患者围术期管理,"美国促进恢复学会(ASER,American Society for Enhanced Recovery)",站内免费下载,https://guide.medlive.cn/guideline/17509
2019 AIGO/SIGENP指南：胃肠道疾病慢性贫血的诊断,"意大利医院胃肠病学协会(AIGO,Italian Association of Hospital Gastroenterologists)",站内免费下载,https://guide.medlive.cn/guideline/17631
儿童社区获得性肺炎诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,有解读站内免费下载,https://guide.medlive.cn/guideline/17443
2019 ILROG指南：淋巴瘤放射治疗中影像学检查的最佳应用,"国际淋巴瘤放射学组(ILROG,International Lymphoma Radiation Oncology Group)",站内免费下载,https://guide.medlive.cn/guideline/17485
2019 白内障手术散光的管理共识,国外眼科专家协作组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17571
中国儿童和青少年肥胖症外科治疗指南（2019版）,"中国医师协会外科医师分会肥胖和糖尿病外科医师委员会(CSMBS,Chinese Society for Metabolic & Bariatric Surgery)",站内免费下载,https://guide.medlive.cn/guideline/18137
经支气管冷冻肺活检操作规程专家共识,中国医师协会呼吸医师分会,站内免费下载,https://guide.medlive.cn/guideline/17551
自体输血临床路径管理专家共识（2019）,中国输血协会,站内免费下载,https://guide.medlive.cn/guideline/17505
2019 AAO-HNS临床实践指南：儿童扁桃体切除术（更新版）,"美国耳鼻咽喉头颈外科学会(AAO-HNS,American Academy of Otolaryngology-Head and Neck Surgery)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/17452
2019 AAGBI指南：痴呆患者围术期管理,"大不列颠爱尔兰麻醉学会(AAGBI,Association of Anaesthetists of Great Britain and Ireland)",站内免费下载,https://guide.medlive.cn/guideline/17459
2019 USPSTF建议声明：围产期抑郁的干预和预防,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",站内免费下载,https://guide.medlive.cn/guideline/17466
2019 CCS/CAIC指南：ST段抬高型心肌梗死的紧急管理,"加拿大心血管学会(CCS,Canadian Cardiovascular Society)",站内免费下载,https://guide.medlive.cn/guideline/17483
2019 全球IBD干预小组立场声明：生物治疗时代炎症性肠病内镜干预的作用,国外消化科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17504
2019 澳大利亚临床指南：儿童卒中亚急性康复,维多利亚亚急性儿童卒中咨询委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17634
2019 BHRS指南：心脏植入性电子设备(CIEDs)患者手术前后的管理,"英国心律学会(BHRS,British Heart Rhythm Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18816
2017 ECIL-7指南：未进行移植治疗的血液恶性肿瘤患者的疫苗接种,"欧洲白血病感染会议(ECIL,European Conference on Infections in Leukaemia)",站内免费下载,https://guide.medlive.cn/guideline/17468
2019 JSCVA指南：心血管麻醉中应用近红外光谱技术测定脑血氧,"日本心血管麻醉医师学会(JSCVA,Japanese Society of Cardiovascular Anesthesiologists)",站内免费下载,https://guide.medlive.cn/guideline/17430
2019 PCRRT工作组建议：儿童透析中低血压,肾脏病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17479
慢性颈内动脉闭塞再通治疗中国专家共识,中国医师协会介入医师分会,站内VIP下载,https://guide.medlive.cn/guideline/17647
2019 临床实践指南：儿科患者化疗急性呕吐的分类,"安大略省儿科肿瘤研究组(POGO,Pediatric Oncology Group of Ontario)",站内免费下载,https://guide.medlive.cn/guideline/17439
2019 NICE指南：咳嗽（急性）抗菌药物处方（NG.120）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/17445
2017 ECIL-7指南：造血干细胞移植受者的疫苗接种,"欧洲白血病感染会议(ECIL,European Conference on Infections in Leukaemia)",站内免费下载,https://guide.medlive.cn/guideline/17469
2019 CUA指南：神经源性下尿路功能障碍的诊断，管理和监测,"加拿大泌尿外科协会(CUA,Canadian Urological Association)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/17486
2019 AAD/NPF指南：应用生物制剂治疗银屑病,"美国皮肤病学会(AAD,American Academy of Dermatology)",站内免费下载,https://guide.medlive.cn/guideline/17494
2019 AAD/NPF指南：银屑病伴意识和注意力合并症的管理的治疗,"美国皮肤病学会(AAD,American Academy of Dermatology)",站内免费下载,https://guide.medlive.cn/guideline/17497
2019 SMFM咨询系列#48：医学并发症高风险女性产后立即长效可逆避孕,"母胎医学会(SMFM,Society for Maternal-Fetal Medicine)",站内免费下载,https://guide.medlive.cn/guideline/17685
2019 EMN共识：接受卡非佐米治疗的骨髓瘤患者心脏不良事件的预防，检测和治疗,"欧洲骨髓瘤网络(EMN,European Myeloma Network)",站内免费下载,https://guide.medlive.cn/guideline/17457
2019 国际专家共识：降钙素原（PCT）指导抗生素管理,国外感染病相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17458
2019 国际共识：接受SGLT抑制剂治疗的1型糖尿病患者糖尿病酸中毒风险管理,国外内分泌相关专家小组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/17477
2019 NATA共识声明：产科患者血液管理——产后出血的预防和治疗,"患者血液管理、止血和血栓进展网络(NATA,Network for the Advancement of Patient Blood Management， Haemostasis and Thrombosis)",第三方数据库下载,https://guide.medlive.cn/guideline/17672
2019 ESGE/ESDO指南：结直肠癌经外科或内镜切除术后内镜监测,"欧洲胃肠道内窥镜学会(ESGE,European Society of Gastrointestinal Endoscopy)",第三方数据库下载,https://guide.medlive.cn/guideline/17447
2019 专家共识：婴儿过敏反应的识别，诊断和管理指导原则,"美国过敏、哮喘和免疫学会(AAAAI,American Academy of Allergy, Asthma and Immunology)",站内免费下载,https://guide.medlive.cn/guideline/17456
2018 ACEP临床实践指南：急诊室内操作时应用丙泊酚镇静（更新版）,"美国急诊医师学会(ACEP,American College of Emergency Physicians)",站内免费下载,https://guide.medlive.cn/guideline/17442
2019 意大利共识：血友病患者的实验室检测,"意大利血瘀血栓学会(SISET,Italian Society for Haemostasis and Thrombosis)",第三方数据库下载,https://guide.medlive.cn/guideline/17482
2019 AAGBI指南：磁共振检查中安全麻醉,"大不列颠爱尔兰麻醉学会(AAGBI,Association of Anaesthetists of Great Britain and Ireland)",站内免费下载,https://guide.medlive.cn/guideline/17438
2019 KSTHNS指南：口腔癌的手术治疗,"韩国甲状腺头颈部外科学会(KSTHNS,Korean Society of Thyroid-Head and Neck Surgery)",站内免费下载,https://guide.medlive.cn/guideline/17433
2019 加拿大共识：渐进性，假进行性和寡转移性非小细胞肺癌,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17655
2019 ATS临床实践指南：儿童家庭氧疗,"美国胸科学会(ATS,American Thoracic Society)",第三方数据库下载,https://guide.medlive.cn/guideline/17448
2019 ACOG实践简报：并存其他疾病女性激素避孕的应用（No.206）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",站内免费下载,https://guide.medlive.cn/guideline/17454
2018 CSCO临床指南：结直肠癌的诊断和治疗（英文版）,"中国临床肿瘤学会(CSCO,Chinese Society of Clinical Oncology)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/17903
临床药师术后疼痛管理指引,广东省药学会,站内免费下载,https://guide.medlive.cn/guideline/17414
2019 CUA指南：肌层浸润性膀胱癌,"加拿大泌尿外科协会(CUA,Canadian Urological Association)",第三方数据库下载,https://guide.medlive.cn/guideline/17496
2019 实践建议：围绝经期综合征一线治疗中的激素治疗,国外妇产科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18622
曲唑酮治疗失眠及其相关抑郁、焦虑的专家共识,曲唑酮治疗失眠及其相关抑郁、焦虑共识专家组,站内免费下载,https://guide.medlive.cn/guideline/17860
成骨不全症临床诊疗指南,中华医学会骨质疏松和骨矿盐疾病分会(Chinese Medical Association),站内免费下载,https://guide.medlive.cn/guideline/17850
高龄妇女妊娠前、妊娠期及分娩期管理专家共识（2019）,中华医学会妇产科学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/17791
遗传性血管性水肿的诊断和治疗专家共识,中华医学会变态反应学分会,站内免费下载,https://guide.medlive.cn/guideline/17908
原发性骨髓纤维化诊断与治疗中国指南（2019年版）,中华医学会血液学分会白血病淋巴瘤学组,有解读有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/18023
我国儿童眼科的现状与发展策略专家共识,全国儿童医院（ 妇幼保健院） 眼科专家协作组,站内免费下载,https://guide.medlive.cn/guideline/17928
经尿道手术治疗尿道疾病安全共识,中国医促会泌尿健康促进分会,站内免费下载,https://guide.medlive.cn/guideline/17688
复合树脂直接粘接修复中光固化灯使用及操作规范的专家共识,"中华口腔医学会(CSA,Chinese Stomatological Association)",站内免费下载,https://guide.medlive.cn/guideline/17707
前庭功能检查专家共识（一）（2019）,中国医药教育协会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17675
耐多药结核病短程治疗中国专家共识,中华医学会结核病学分会,站内VIP下载,https://guide.medlive.cn/guideline/17661
胆道手术缝合技术与缝合材料选择中国专家共识（2018版）,中华医学会外科学分会,站内免费下载,https://guide.medlive.cn/guideline/17642
胰腺手术缝合技术与缝合材料选择中国专家共识（2018版）,中华医学会外科学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17625
疝外科缝合技术与缝合材料选择中国专家共识（2018版）,中华医学会外科学分会,有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/17614
胃肠外科手术缝合技术与缝合材料选择中国专家共识（2018版）,中华医学会外科学分会,站内免费下载,https://guide.medlive.cn/guideline/17607
ERAS理念下踝关节骨折诊疗方案优化的专家共识,白求恩公益基金会创伤骨科专业委员,站内免费下载,https://guide.medlive.cn/guideline/17606
循环肿瘤细胞检测在结直肠癌中的应用专家共识（2018）,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/17602
甲状腺手术切口入路、缝合技术与缝合材料选择中国专家共识（2018 版）,中华医学会外科学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17591
血清降钙素原检测在儿童感染性疾病中的临床应用专家共识,中华医学会儿科学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/17586
腹壁切口缝合技术与缝合材料选择中国专家共识（2018版）,中华医学会外科学分会,站内免费下载,https://guide.medlive.cn/guideline/17581
肝细胞癌合并门静脉癌栓多学科诊治中国专家共识（2018年版）,中国医师协会肝癌专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17577
“移动卒中单元”中国专家共识2019,"中国神经科学学会(CNS,Chinese Neuroscience Society)",站内免费下载,https://guide.medlive.cn/guideline/17562
晚期胰腺癌介入治疗临床操作指南(试行) （第三版）,中国癌症研究基金会介入医学委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17548
生酮饮食干预多囊卵巢综合征中国专家共识（2018年版）,妇产科相关专家组（统称）,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17547
口腔鳞状细胞癌时辰化疗中国专家共识,中国口腔科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/17543
儿童癫痫共患孤独症谱系障碍诊断治疗的中国专家共识,"中国抗癫痫协会(CAAE,China Association Against Epilepsy)",站内免费下载,https://guide.medlive.cn/guideline/17503
2019 IPS临床实践指南：儿童和青少年双相情感障碍,"印度精神病学学会(IPS,Indian Psychiatric Society)",站内免费下载,https://guide.medlive.cn/guideline/17484
特殊健康状态儿童预防接种专家共识之六——湿疹与预防接种,上海市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17474
2019创伤性休克急救复苏创新技术临床应用中国专家共识,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/17473
中国晕厥中心建设专家建议,中国生物医学工程学会心律学分会,站内免费下载,https://guide.medlive.cn/guideline/17471
特殊健康状态儿童预防接种专家共识之五—先天性心脏病与预防接种,苏州市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17427
