标题,来源,下载方式,链接
腰椎间盘胶原酶溶解术临床应用中国专家共识,中华医学会疼痛学分会,站内免费下载,https://guide.medlive.cn/guideline/25279
岭南地区慢性萎缩性胃炎中医诊疗专家共识,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/25222
西维来司他钠临床应用专家共识,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/25221
中国成人血小板减少症急诊管理专家共识,中国成人血小板减少症急诊管理共识专家组,会员可通过APP阅读,https://guide.medlive.cn/guideline/25210
子宫颈神经内分泌癌诊断与治疗专家指导意见（2022年版）,妇产科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25180
中西医结合围手术期胃肠动力管理中国专家共识,"中国中西医结合学会(CAIM,Chinese Association of Integrative Medicine)",站内免费下载,https://guide.medlive.cn/guideline/25214
侵袭性真菌病实验室诊断方法临床应用专家共识,中国医药教育协会,会员可通过APP阅读,https://guide.medlive.cn/guideline/25182
新冠疫情常态化防控形势下急危重症患者急诊预检分诊与救治专家共识,中华医学会急诊医学分会,站内免费下载,https://guide.medlive.cn/guideline/25172
经导管主动脉瓣植入术后抗血栓治疗中国专家共识,中华医学会心血管病学分会(Chinese Society of Cardiology),会员可通过APP阅读,https://guide.medlive.cn/guideline/25207
辅助生殖领域拮抗剂方案标准化应用专家共识,"中国女医师协会(CMWA,China Medical Women's Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/25271
2021 欧洲指南：生殖器支原体感染的管理,"欧洲皮肤病与性病学会(EADV,European Academy of Dermatology and Venereology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25167
儿童癫痫患者中吡仑帕奈使用的专家建议,中国神经内科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25231
2022 专家共识：糖尿病合并COVID-19患者应用iDPP-4治疗的有效性和安全性（概要）,国外内分泌相关专家小组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/25453
2022 WHO指南：疟疾,"世界卫生组织(WHO,The World Health Organization)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25256
2022 ESGE指南：包括神经内分泌瘤在内的上皮下病变的内镜治疗,"欧洲胃肠道内窥镜学会(ESGE,European Society of Gastrointestinal Endoscopy)",第三方数据库下载,https://guide.medlive.cn/guideline/25165
冻伤中医诊疗指南（2022年版）,中华中医药学会外科分会,站内免费下载,https://guide.medlive.cn/guideline/25164
2022 IPSO指南：外科实践,"国际儿童肿瘤外科学会(IPSO,International Society of Paediatric Surgical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/25740
2022 IG-IBD临床指南：使用生物制剂和小分子药物治疗中重度溃疡性结肠炎,"意大利炎症性肠病研究组(IG-IBD,Italian Group for the Study of Inflammatory Bowel Disease)",第三方数据库下载,https://guide.medlive.cn/guideline/25177
2022 EACVI共识：心脏CT检查的临床应用-第2部分,"欧洲协会心血管影像协会(EACVI,European Association of Cardiovascular Imaging)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/25154
2022 AHA科学声明：慢性主动脉夹层的影像学检查和监测,"美国心脏协会(AHA,American Heart Association)",第三方数据库下载,https://guide.medlive.cn/guideline/25152
2022 ESCMID快速指南：新冠肺炎长期症状的评估和管理,"欧洲临床微生物与感染性疾病学会(ESCMID,European Society of Clinical Microbiology and Infectious Diseases)",第三方数据库下载,https://guide.medlive.cn/guideline/25163
我国糖尿病视网膜病变临床诊疗指南（2022年）,中华医学会眼科学分会,有其他版本站内VIP下载,https://guide.medlive.cn/guideline/28050
县域脑血管病分级诊疗技术方案,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/25205
县域慢性阻塞性肺疾病分级诊疗技术方案,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/25204
县域糖尿病分级诊疗技术方案,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/25199
县域冠状动脉粥样硬化性心脏病分级诊疗技术方案,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/25198
县域血脂异常分级诊疗技术方案,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/25196
县域慢性肾脏病分级诊疗技术方案,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/25195
县域高血压分级诊疗技术方案,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/25194
2022 ASGE指南：遗传易感性个体胰腺癌筛查（概要和建议）,"美国胃肠内镜学会(ASGE,American Society for Gastrointestinal Endoscopy)",站内免费下载,https://guide.medlive.cn/guideline/25173
2022 ERAS/SVS共识声明：开放性主动脉血管手术的围术期护理,"促进术后恢复学会(ERAS,The Enhanced Recovery After Surgery Society)",第三方数据库下载,https://guide.medlive.cn/guideline/25169
2022 RCOG指南：产前应用皮质类固醇降低新生儿发病率和死亡率（No.74）,"英国皇家妇产科医师学院(RCOG,Royal College of Obstetricians and Gynaecologists)",站内免费下载,https://guide.medlive.cn/guideline/25153
甲氨蝶呤治疗银屑病应用专家共识,中华医学会皮肤性病学分会,站内免费下载,https://guide.medlive.cn/guideline/25162
变应性鼻炎的外科手术治疗专家共识（2022，上海）,中国鼻病研究协作组,站内免费下载,https://guide.medlive.cn/guideline/25269
2022 KSOHNS临床实践指南：成人慢性鼻窦炎的鼻腔冲洗,"韩国耳鼻咽喉头颈外科学会(KSOHNS,Korean Society of Otorhinolaryngology-Head and Neck Surgery)",站内免费下载,https://guide.medlive.cn/guideline/25418
成人丘脑胶质瘤手术治疗中国专家共识,中国医师协会脑胶质瘤专业委员会,站内免费下载,https://guide.medlive.cn/guideline/25197
重症肝病合并侵袭性真菌感染诊治专家共识,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/25341
体外心脏震波治疗冠心病中国专家共识（2022 版）,"中国医师协会心血管内科医师分会(CCCP,Chinese College of Cardiovascular Physicians)",站内免费下载,https://guide.medlive.cn/guideline/25280
终末期肝病合并感染诊治专家共识（2021年版）,,有其他版本站内免费下载,https://guide.medlive.cn/guideline/25340
中国变应性鼻炎诊断和治疗指南（2022年，修订版）,中华耳鼻咽喉头颈外科杂志编辑委员会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/25230
下肢慢性溃疡中医诊治与疗效评价专家共识,上海市中西医结合学会,站内免费下载,https://guide.medlive.cn/guideline/25187
2022 EAU指南：女性非神经源性下尿路症状的管理（第2部分）,"欧洲泌尿外科学会(EAU,European Association of Urology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25166
2022 ERS指南：成人哮喘的诊断,"欧洲呼吸学会(ERS,European Respiratory Society)",站内免费下载,https://guide.medlive.cn/guideline/25147
2022 专家共识声明：光学相干层析成像的定量测量和形态评估,国外影像科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/25135
2022 AA临床实践指南：围术期实施预先护理计划，包括心肺复苏计划,"麻醉医师协会（英国）(AA,Association of Anaesthetists)",站内免费下载,https://guide.medlive.cn/guideline/25132
中国乳腺癌改良根治术临床实践指南（2022 版）,中华医学会外科学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/25113
2022 循证临床实践指南：产后女性肥胖和超重的管理（概要）,国外内分泌相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25293
2022 AAAAI实践指南：继发性低丙种球蛋白血症的诊断和管理,"美国过敏、哮喘和免疫学会(AAAAI,American Academy of Allergy, Asthma and Immunology)",站内免费下载,https://guide.medlive.cn/guideline/25665
2022 WHO指南：控制和消灭人类血吸虫病,"世界卫生组织(WHO,The World Health Organization)",站内免费下载,https://guide.medlive.cn/guideline/25255
2022 ESMO专家共识声明：非小细胞肺癌EGFR突变的管理,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/25159
2021 BASHH指南：HIV暴露后预防的应用,"英国性健康与艾滋病协会(BASHH,British Association for Sexual Health and HIV)",站内免费下载,https://guide.medlive.cn/guideline/25130
2022 循证临床实践指南：中年女性肥胖和超重的管理（概要）,国外内分泌相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25290
2022 循证建议：资源有限的医疗环境中绒毛膜羊膜炎患者的筛查和管理,国外妇产科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25179
2022 EAACI建议：接受过敏原免疫治疗（AIT）或生物制剂的患者COVID-19疫苗接种,"欧洲变应性反应与临床免疫学会(EAACI,European Academy of Allergy and Clinical Immunology)",第三方数据库下载,https://guide.medlive.cn/guideline/25666
2022 SBC指南：围术期心血管评估——经皮冠脉介入治疗患者的管理（更新版）,"巴西心脏协会(SBC,Brazilian Society of Cardiology)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/25313
2022 多学科共识声明：建立Angelman综合征的护理标准,国外神经内科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25121
2022 EANM指南：动脉内放射性化合物治疗肝癌和转移性肝癌,"欧洲核医学协会(EANM,European Association of Nuclear Medicine)",站内免费下载,https://guide.medlive.cn/guideline/25109
容量目标通气模式在新生儿呼吸支持中的应用指南,中国医师协会新生儿科医师分会,站内免费下载,https://guide.medlive.cn/guideline/25170
食管癌术后良性吻合口狭窄的治疗共识,"中国医院协会(CHA,Chinese Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/25497
甘桔冰梅片临床应用专家共识,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/25131
阴道内镜技术中国专家推荐意见,妇产科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25145
2022 WAPM/PMF临床实践指南：产前使用糖皮质激素促进胎儿成熟,"世界围产学会(WAPM,World Association of Perinatal Medicine)",站内免费下载,https://guide.medlive.cn/guideline/25345
先天性心脏病产前产后“一体化”诊疗模式中国专家共识,先天性心脏病产前产后“一体化”诊疗模式专家组,站内免费下载,https://guide.medlive.cn/guideline/25133
神经重症患者肠内喂养护理专家共识,中华护理学会,站内免费下载,https://guide.medlive.cn/guideline/25116
2022 ASPS循证实践指南：乳房缩小整形术（修订版）,"美国整形外科医师学会(ASPS,American Society of Plastic Surgeons)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/25220
2022 SFR建议：脊柱关节炎包括银屑病关节炎患者的日常管理,"法国风湿病学学会(SFR,French Society for Rheumatology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25143
中国早期乳腺癌保乳手术临床实践指南（2022版）,中华医学会外科学分会,站内免费下载,https://guide.medlive.cn/guideline/25122
中国早期乳腺癌前哨淋巴结活检手术临床实践指南（2022版）,中华医学会外科学分会,站内免费下载,https://guide.medlive.cn/guideline/25140
中国儿童和青少年前十字韧带损伤诊疗指南：胫骨髁间棘骨折,中华医学会小儿外科学分会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/25252
重症患者凝血功能障碍标准化评估中国专家共识,全军重症医学专业委员会,站内免费下载,https://guide.medlive.cn/guideline/25305
肿瘤相关性肌肉减少症临床诊断与治疗指南,中国抗癌协会肿瘤营养与支持治疗专业委员会,站内免费下载,https://guide.medlive.cn/guideline/25361
胰腺癌患者的营养治疗专家共识,中国抗癌协会肿瘤营养与支持治疗专业委员会,站内免费下载,https://guide.medlive.cn/guideline/25360
祛斑美白类护肤品在黄褐斑中的应用指南,中国中西医结合学会皮肤性病专业委员会,站内免费下载,https://guide.medlive.cn/guideline/25088
2022 临床实践指南：儿童Charcot-Marie-Tooth病的管理,国外神经内科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25111
2022 AHA科学声明：改善住院卒中的评估和管理的最佳实践,"美国心脏协会(AHA,American Heart Association)",第三方数据库下载,https://guide.medlive.cn/guideline/25093
中西医结合治疗骨量减少专家共识,中国骨科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/27925
2022 ESC科学声明：2021年ESC心力衰竭指南中的急性心力衰竭,"欧洲心脏病学会(ESC,European Society of Cardiology)",第三方数据库下载,https://guide.medlive.cn/guideline/26078
2022中国药理学会指南：大剂量甲氨蝶呤药物治疗（英文版）,中国药理学会(Chinese Pharmacological Society),有解读站内免费下载,https://guide.medlive.cn/guideline/25649
2022 一般共识声明：顺铂肾毒性的预防,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25523
2022 非小细胞肺癌HER2改变检查共识,中国肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25112
中国妊娠期与哺乳期乳腺癌临床实践指南（2022 版）,中华医学会外科学分会,站内免费下载,https://guide.medlive.cn/guideline/25108
中国乳腺癌中心静脉血管通路临床实践指南（2022版）,中华医学会外科学分会,站内免费下载,https://guide.medlive.cn/guideline/25105
2022 ERKNet共识：胎儿下尿路梗阻的定义、诊断和管理,"欧洲罕见肾病参考网(ERKNet,European Rare Kidney Disease Reference Network)",第三方数据库下载,https://guide.medlive.cn/guideline/25095
白脉软膏临床应用专家意见,《白脉软膏临床应用专家意见》课题工作组,站内免费下载,https://guide.medlive.cn/guideline/25351
2022 SIC/SIRM意见书：经导管主动脉瓣植入术前影像学评估建议-第2部分,"意大利心脏病学会(SIC,Italian Society of Cardiology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25354
2022 AAC立场声明：关节内注射治疗髋关节骨关节炎,"加拿大关节镜协会(AAC,Arthroscopy Association of Canada)",站内免费下载,https://guide.medlive.cn/guideline/25120
2022 SIR临床实践指南：大血管血管炎的管理,"意大利风湿病学学会(SIR,Italian Society of Rheumatology)",第三方数据库下载,https://guide.medlive.cn/guideline/25075
2023 AAO-HNS专家共识声明：腺扁桃体切除术后儿童持续性阻塞性睡眠呼吸暂停的管理,"美国耳鼻咽喉头颈外科学会(AAO-HNS,American Academy of Otolaryngology-Head and Neck Surgery)",站内免费下载,https://guide.medlive.cn/guideline/27944
2022 EAACI意见书：高山高原气候治疗重症和失控性哮喘,"欧洲变应性反应与临床免疫学会(EAACI,European Academy of Allergy and Clinical Immunology)",站内免费下载,https://guide.medlive.cn/guideline/25171
阿兹夫定片在新型冠状病毒感染救治中应用的专家共识,《阿兹夫定片在新型冠状病毒感染救治中应用的专家共识》专家组,站内免费下载,https://guide.medlive.cn/guideline/27954
2022 AAO-HNS临床实践指南：儿童鼓膜造孔置管术（更新版）,"美国耳鼻咽喉头颈外科学会(AAO-HNS,American Academy of Otolaryngology-Head and Neck Surgery)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/25097
2022 KSCMS声明：代谢综合征管理中的生活方式改变,"韩国心脏代谢综合征学会(KSCMS,Korean Society of Cardiometabolic Syndrome)",站内免费下载,https://guide.medlive.cn/guideline/25067
2022 SPAQI共识声明：神经系统疾病药物的术前管理,"围术期评估和质量改进学会(SPAQI,Society for Perioperative Assessment and Quality Improvement)",第三方数据库下载,https://guide.medlive.cn/guideline/25068
2022 SPAQI共识声明：精神疾病药物的术前管理,"围术期评估和质量改进学会(SPAQI,Society for Perioperative Assessment and Quality Improvement)",第三方数据库下载,https://guide.medlive.cn/guideline/25066
2021 加拿大临床实践指南：脊髓损伤后神经源性疼痛的康复治疗（更新版）,国外神经内科相关专家小组（统称）,有其他版本站内免费下载,https://guide.medlive.cn/guideline/25065
2022 IMWG共识指南建议：多发性骨髓瘤感染的预防,"国际骨髓瘤工作组(IMWG,International Myeloma Working Group)",站内免费下载,https://guide.medlive.cn/guideline/25059
2021 IMF专家共识：多发性骨髓瘤患者塞利尼索的应用和剂量指南,"国际骨髓瘤基金会(IMF,International Myeloma Foundation)",站内免费下载,https://guide.medlive.cn/guideline/25479
2022 SID/AMD指南：2型糖尿病的治疗,"意大利糖尿病学会(SID,Italian Society of Diabetology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25246
2022 AME/ICCE临床实践声明：泌乳素分泌瘤,"意大利临床内分泌协会(AME,Italian Association of Clinical Endocrinologists)",站内免费下载,https://guide.medlive.cn/guideline/25462
2022 ESO/ESMINT快速推荐：急性缺血性卒中和前循环大血管闭塞患者机械取栓术前静脉溶栓的适应证,"欧洲卒中组织(ESO,European Stroke Organisation)",第三方数据库下载,https://guide.medlive.cn/guideline/25148
2022 APASL指南：妊娠期HBV感染,"亚太肝脏研究学会(APASL,Asian-Pacific Association for the Study of the Liver)",第三方数据库下载,https://guide.medlive.cn/guideline/25055
2022 ENDA/EAACI意见书：过敏反应和COVID-19疫苗,"欧洲药物过敏网(ENDA,European Network on Drug Allergy)",第三方数据库下载,https://guide.medlive.cn/guideline/25363
2020 AAOS/ASSH临床实践指南：桡骨远端骨折的管理（概要）,"美国骨科医师学会(AAOS,American Academy of Orthopaedic Surgeons)",站内免费下载,https://guide.medlive.cn/guideline/25101
2022 AAO-HNS临床实践指南：儿童鼓膜造孔置管术（概要）,"美国耳鼻咽喉头颈外科学会(AAO-HNS,American Academy of Otolaryngology-Head and Neck Surgery)",有翻译有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/25099
2022 CCO临床实践指南：多参数磁共振检查诊断具有临床意义的前列腺癌,"加拿大安大略癌症治疗中心(CCO,Cancer Care Ontario)",第三方数据库下载,https://guide.medlive.cn/guideline/25092
2022 CUA指南：肾脏小肿块（全文）,"加拿大泌尿外科协会(CUA,Canadian Urological Association)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/25091
2022 EULAR建议：风湿和肌肉骨骼疾病，包括系统性红斑狼疮和抗磷脂综合征的心血管风险管理,"欧洲抗风湿病联盟(EULAR,The European League Against Rheumatism)",第三方数据库下载,https://guide.medlive.cn/guideline/25061
2022 AASLD实践指南：失代偿期肝硬化的症状管理和姑息治疗,"美国肝病研究学会(AASLD,American Association for the Study of Liver Diseases)",有翻译第三方数据库下载,https://guide.medlive.cn/guideline/25730
2022 APASL临床实践指南：原发性胆汁性胆管炎患者的诊断和管理,"亚太肝脏研究学会(APASL,Asian-Pacific Association for the Study of the Liver)",站内免费下载,https://guide.medlive.cn/guideline/25461
2020 台湾AKI工作组共识：急性肾损伤的营养支持,中国台湾AKI工作组(Taiwan AKI-task force),站内免费下载,https://guide.medlive.cn/guideline/25284
2022 ACOG声明：以患者为中心的避孕咨询（No.1）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",第三方数据库下载,https://guide.medlive.cn/guideline/25268
2022 EAPC意见书：心力衰竭患者心理健康相关危险因素及干预,"欧洲预防心脏病协会(EAPC,European Association of Preventive Cardiology)",第三方数据库下载,https://guide.medlive.cn/guideline/25206
2022 SFRO指南：神经胶质瘤的放射治疗,"法国放射肿瘤学学会(SFRO,French society for radiation oncology)",站内免费下载,https://guide.medlive.cn/guideline/25115
2022 SIMEU意见书：COVID-19肺炎无创呼吸支持,"意大利急诊医学学会(SIMEU,Italian Society of Emergency Medicine)",站内免费下载,https://guide.medlive.cn/guideline/25073
2021 EHRA/ESC/APHRS意见书：房颤期间电活动评估技术评价,"欧洲心律学会(EHRA,European Heart Rhythm Association)",第三方数据库下载,https://guide.medlive.cn/guideline/25063
2022 WMS临床实践指南：过敏反应,"荒野医学协会(WMS,Wilderness Medical Society)",第三方数据库下载,https://guide.medlive.cn/guideline/25054
2022 ELSO指南：成人和儿童体外膜氧合回路,"体外生命支持组织(ELSO,Extracorporeal Life Support Organization)",第三方数据库下载,https://guide.medlive.cn/guideline/25045
2022 JBDS-IP指南：分娩期间糖尿病和高血糖的管理,"英国糖尿病协会联合住院治疗组(JBDS-IP,Joint British Diabetes Societiesfor Inpatient Care Group)",站内免费下载,https://guide.medlive.cn/guideline/25138
2022 SCCM临床实践指南：考虑ICU环境和早期活动的重症儿童患者疼痛、躁动、神经肌肉阻滞和谵妄的预防和管理,"美国重症医学会(SCCM,Society of Critical Care Medicine)",第三方数据库下载,https://guide.medlive.cn/guideline/25053
2022 IAU指南：经皮肾镜取石术,"国际尿石症联盟(IAU,International Alliance of Urolithiasis)",站内免费下载,https://guide.medlive.cn/guideline/26063
2022 专家共识：复发性外阴阴道念珠菌病的局部治疗,国外妇产科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25371
2022 SCAI专家共识：休克分期,"美国心血管造影和介入学会(SCAI,Society for Cardiovascular Angiography and Interventions)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25098
2022 KSS临床实践指南：急性缺血性卒中或短暂性脑缺血发作的抗栓治疗（更新版）,"韩国卒中学会(KSS,Korean Stroke Society)",站内免费下载,https://guide.medlive.cn/guideline/25090
中国溃疡性结肠炎外科治疗指南,中华医学会外科学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/25139
特应性皮炎的全程管理共识,中华医学会皮肤性病学分会免疫学组,会员可通过APP阅读,https://guide.medlive.cn/guideline/28019
2023 SOGC临床实践指南：宫颈促成熟和引产—基本信息（No.432a）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/27890
机器人胃癌手术中国专家共识（2021版）,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25760
陕西省恶性浆膜腔积液诊治专家共识 （2021版）,陕西省抗癌协会肿瘤转移专业委员会,站内免费下载,https://guide.medlive.cn/guideline/29626
PD-1/PD-L1免疫检查点抑制剂在泌尿男生殖系肿瘤临床应用的安全共识,中国医促会泌尿健康促进分会,站内免费下载,https://guide.medlive.cn/guideline/25156
儿童变应性鼻炎患者新型冠状病毒疫苗接种专家共识,东方过敏联盟,站内免费下载,https://guide.medlive.cn/guideline/25270
血精诊断和治疗指南,中华医学会男科学分会,站内免费下载,https://guide.medlive.cn/guideline/25349
男性不育诊疗指南,中华医学会男科学分会,站内免费下载,https://guide.medlive.cn/guideline/25348
抗CD20单克隆抗体治疗神经免疫相关疾病期间感染管理上海专家建议（2022）,国家神经疾病医学中心,站内免费下载,https://guide.medlive.cn/guideline/25137
中国胰腺癌高危人群早期筛查和监测共识意见（2021，南京）,"中华医学会内镜学分会(CSDE,Chinese Society of Digestive Endoscopy)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/25312
创伤骨科患者围术期下肢静脉血栓形成诊断及防治专家共识（2022年）,中国骨科相关专家小组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/25249
肝胆管结石病经皮经肝取石手术应用指南（2021版）,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/25243
肾上腺皮质功能减退症患者围手术期糖皮质激素管理专家共识,"中华医学会内分泌学分会(CSE,Chinese Society of Endocrinology)",会员可通过APP阅读,https://guide.medlive.cn/guideline/25232
骨康胶囊治疗骨质疏松症临床应用专家共识,中华中医药学会骨伤科分会,站内免费下载,https://guide.medlive.cn/guideline/25160
产后出血患者血液管理专家共识（2022 年版）,中国输血协会,站内免费下载,https://guide.medlive.cn/guideline/25071
口腔颌面外科围手术期血糖管理专家共识,中国口腔科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25141
中医非药物疗法急诊应用专家共识,广东省中医急症研究重点实验室,站内免费下载,https://guide.medlive.cn/guideline/25134
精神分裂症中医证候辨证分型标准专家共识,"中国中西医结合学会(CAIM,Chinese Association of Integrative Medicine)",站内免费下载,https://guide.medlive.cn/guideline/25224
肝豆状核变性诊疗指南（2022年版）,"中华医学会肝病学分会(Chinese Society of Hepatology, CMA)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/25185
妊娠期急性脂肪肝临床管理指南（2022）,中华医学会妇产科学分会产科学组,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/25126
2型糖尿病患者体重管理专家共识,中国内分泌相关专家小组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/25125
2022 CCO循证指南：结直肠癌治愈性治疗后患者的监测,"加拿大安大略癌症治疗中心(CCO,Cancer Care Ontario)",站内免费下载,https://guide.medlive.cn/guideline/25215
眼性前庭诱发肌源性电位临床检测技术专家共识,中国康复医学会(Chinese Association Of Rehabilitation Medicine),站内免费下载,https://guide.medlive.cn/guideline/25201
脑卒中后跌倒风险评估及综合干预专家共识,脑卒中后跌倒风险评估及综合干预共识专家组,站内免费下载,https://guide.medlive.cn/guideline/25183
卒中后失语临床管理专家共识,中华医学会神经病学分会神经康复学组,站内免费下载,https://guide.medlive.cn/guideline/25056
2022 PRNT临床实践建议：CKD 2-5期透析和肾移植后儿童肥胖和代谢综合征患者的评估和管理,"儿童肾脏营养工作组(PRNT,Pediatric Renal Nutrition Taskforce)",站内免费下载,https://guide.medlive.cn/guideline/28320
儿童功能性消化不良中西医结合诊治专家共识,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/25085
2022 国际专家共识：微创远端胰腺切除术的精确解剖,国外普通外科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25275
门静脉性肺动脉高压肝移植围手术期管理中国专家共识（2021版）,中华医学会器官移植学分会,站内免费下载,https://guide.medlive.cn/guideline/25450
外套式剥脱导管治疗大隐静脉曲张微循环专家共识（2022版）,"中国微循环学会(CMS,Chinese Society of Microcirculation)",站内免费下载,https://guide.medlive.cn/guideline/25528
2022 英国共识文件：成人苯丙酮尿症的饮食管理,国外内分泌相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25355
2022 ESMO/EHA跨学科专家共识：COVID-19流行期间血液肿瘤患者的管理,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/25336
高血压患者药物治疗管理路径专家共识,高血压患者药物治疗管理路径编写委员会,站内免费下载,https://guide.medlive.cn/guideline/25058
多发性骨髓瘤骨病临床诊疗专家共识（2021）,"中国临床肿瘤学会(CSCO,Chinese Society of Clinical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/25100
高原神经重症患者监测管理专家共识,中国冷静治疗研究组,站内免费下载,https://guide.medlive.cn/guideline/25070
经导管缘对缘技术（MitraClip）治疗二尖瓣反流— 亚太心脏病学会（APSC）专家共识,"亚太心脏病学会(APSC,Asia-Pacific Society of Cardiology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25074
2022 ERC/ESICM指南：成人心脏骤停后的体温控制,"欧洲复苏委员会(ERC,European Resuscitation Council)",有解读站内免费下载,https://guide.medlive.cn/guideline/25044
2022 国际专家共识：PIK3CA基因相关疾病的患者的护理标准,国外遗传代谢性疾病专家组（统称）,有翻译站内免费下载,https://guide.medlive.cn/guideline/29625
2022 AAST临床共识：横纹肌溶解症,"美国创伤外科协会(AAST,American Association for the Surgery of Trauma)",站内免费下载,https://guide.medlive.cn/guideline/25094
2020 JPS临床实践指南：母婴传播丙型肝炎病毒感染儿童的管理,"日本儿科学会(JPS,Japan Pediatric Society)",站内免费下载,https://guide.medlive.cn/guideline/25238
2022更新版—2017 NICE指南：青光眼的诊断和管理,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25032
2021 ABCD/UKKA临床实践指南：成人糖尿病肾病患者高血糖的管理,"英国临床糖尿病专家协会(ABCD,Association of British Clinical Diabetologists)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25031
2022 专家共识指南：安全进行微创解剖学肝切除术,"日本肝胆胰腺外科学会(JSHBPS,Japanese Society of Hepato-Biliary-Pancreatic Surgery)",站内免费下载,https://guide.medlive.cn/guideline/25625
外周血HER2基因扩增检测（数字PCR法）在抗HER2治疗中的应用共识,中国肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25046
