标题,来源,下载方式,链接
长春西汀注射液在缺血性脑血管病中的临床应用专家共识,长春西汀注射液规范治疗专家组,站内免费下载,https://guide.medlive.cn/guideline/20189
广东省新型冠状病毒肺炎疫情期间高压氧专科诊疗工作防控指引（第一版）,广东省医学会高压氧医学分会,站内免费下载,https://guide.medlive.cn/guideline/20161
新冠肺炎康复者恢复期血浆临床治疗方案（试行第二版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/20171
2020 ESA/ESICM指南：围术期低氧血症患者无创呼吸支持,"欧洲麻醉学会(ESA,European Society of Anaesthesiology)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/20177
2020 ASE指南：先天性冠状动脉异常多模式评估建议,"美国超声心动图学会(ASE,American Society of Echocardiography)",站内免费下载,https://guide.medlive.cn/guideline/20178
2019 ACOG实践简报：胎膜早破（No.217）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/20221
2019 ACOG实践简报：慢性盆腔疼痛（No.218）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",站内免费下载,https://guide.medlive.cn/guideline/20219
帕金森病新型冠状病毒感染的诊治及防控建议,深圳市医师协会神经内科医师分会,站内免费下载,https://guide.medlive.cn/guideline/20202
新型冠状病毒肺炎诊疗方案（试行第七版）,中华人民共和国国家卫生健康委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20142
2020 SOGC临床实践指南：胎儿产时健康监测（No.396）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",站内免费下载,https://guide.medlive.cn/guideline/20330
2020 ELN建议：慢性髓性白血病的治疗,"欧洲白血病网(ELN,European LeukmiaNet)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20168
慢性硬膜下血肿药物治疗专家共识,中华医学会神经外科学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/20708
中国呼吸危重症患者营养支持治疗专家共识,中国医师协会呼吸医师分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/20704
2020 CVIT专家共识：定量冠状动脉造影,"日本心血管介入治疗协会(CVIT,Japanese Association of Cardiovascular Intervention and Therapeutics)",站内免费下载,https://guide.medlive.cn/guideline/20155
北京市新型冠状病毒肺炎病例临床路径（第一版）,北京医学会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20154
2020 OSSI指南：减重和代谢手术的患者和手术选择,"印度肥胖与代谢外科学会(OSSI,Obesity and Metabolic Surgery Society of India)",站内免费下载,https://guide.medlive.cn/guideline/20150
2020 CCS立场声明：体位性心动过速综合征（POTS）与慢性立位不耐受相关疾病,"加拿大心血管学会(CCS,Canadian Cardiovascular Society)",站内免费下载,https://guide.medlive.cn/guideline/20194
新型冠状病毒肺炎防疫期间肿瘤患者介入诊治流程专家共识,中国抗癌协会肿瘤介入专家委员会,站内免费下载,https://guide.medlive.cn/guideline/20188
新型冠状病毒肺炎影像检查诊断与感染控制指导意见,上海市医学会(ShangHai Medical Association),站内免费下载,https://guide.medlive.cn/guideline/20187
新型冠状病毒感染流行期间NICU的应急准备方案（第二版）,中国人民解放军儿科学专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20176
2020 ASPEN共识建议：再喂养综合征,"美国肠外肠内营养学会(ASPEN,American Society for Parenteral and Enteral Nutrition)",有解读有翻译站内免费下载,https://guide.medlive.cn/guideline/20143
2020 ESC-ACCA立场声明：急性心肌梗死合并心源性休克的诊断和治疗,"欧洲心脏病学会(ESC,European Society of Cardiology)",站内免费下载,https://guide.medlive.cn/guideline/20141
2020 USPSTF建议声明：青少年和成人HCV感染筛查,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20144
湖北地区肿瘤患者新型冠状病毒肺炎疫情期间中西医结合防治及康复专家共识（第一版）,湖北省中医药学会肿瘤专业委员会,站内免费下载,https://guide.medlive.cn/guideline/20159
2020 SICCR炎症性肠病立场声明：溃疡性结肠炎,"意大利结直肠外科学会(SICCR,Italian society of colorectal surgery)",站内免费下载,https://guide.medlive.cn/guideline/20152
2020 ACFAS临床共识声明：成人获得性扁平足畸形的适当临床管理,"美国足踝外科医师协会(ACFAS,American College of Foot and Ankle Surgeons)",站内免费下载,https://guide.medlive.cn/guideline/20166
2020 CCS/CHFS立场声明：心脏淀粉样变性的评估和管理,"加拿大心血管学会(CCS,Canadian Cardiovascular Society)",有解读有翻译站内免费下载,https://guide.medlive.cn/guideline/20181
2020 新西兰子宫内膜异位症的诊断和管理指南,新西兰卫生部(New Zealand Ministry of Health),站内免费下载,https://guide.medlive.cn/guideline/20472
2021 IMWG建议：复发和难治性多发性骨髓瘤的治疗,"国际骨髓瘤工作组(IMWG,International Myeloma Working Group)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20343
新型冠状病毒感染疫情下县域高血压管理的专家建议,县域医院院长联盟,站内免费下载,https://guide.medlive.cn/guideline/20184
河南省肿瘤医院临床早期乳腺癌辅助化疗专家共识,河南省肿瘤医院乳腺癌诊疗共识专家团队,站内免费下载,https://guide.medlive.cn/guideline/20183
陕西省新型冠状病毒感染的肺炎中医药治疗方案（试行第二版）,陕西中医药相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20153
新型冠状病毒肺炎针灸干预的指导意见（第二版）,中国针灸学会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20145
2020 昆士兰临床指南：妊娠期和产褥期静脉血栓栓塞的预防,"昆士兰卫生组织(QLD,Queensland Health)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20140
新型冠状病毒肺炎中药合理使用专家共识（第一版）,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/20133
新型冠状病毒肺炎影像学辅助诊断指南,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/20127
2020 ISL共识文件：外周淋巴水肿的诊断和治疗,"国际淋巴学学会(ISL,International Society of Lymphology)",第三方数据库下载,https://guide.medlive.cn/guideline/20851
2020 JBDS-IP指南：急诊处理与血糖相关的紧急情况,"英国糖尿病协会联合住院治疗组(JBDS-IP,Joint British Diabetes Societiesfor Inpatient Care Group)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21995
湖北省中医院新型冠状病毒肺炎中医药防治方案（第三版）,湖北省中医院新冠肺炎防控指挥部医疗救治组,站内免费下载,https://guide.medlive.cn/guideline/20130
新冠肺炎重型、危重型患者护理规范,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/20119
新型冠状病毒肺炎影像检查与诊断规范专家共识（第一版）,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/20286
2020 BSG指南：经颈静脉肝内门体静脉内支架分流术（TIPSS）治疗门脉高压,"英国胃肠病学会(BSG,British Society of Gastroenterology)",站内免费下载,https://guide.medlive.cn/guideline/20792
内科重症监护病房的患者血液管理专家共识,中国输血协会,站内免费下载,https://guide.medlive.cn/guideline/20149
应用β肾上腺素能受体阻滞剂规范治疗冠心病的中国专家共识,应用β 肾上腺素能受体阻滞剂规范治疗冠心病中国专家共识组,站内免费下载,https://guide.medlive.cn/guideline/20148
河南省新型冠状病毒肺炎流行期间急性ST段抬高型心肌梗死溶栓治疗建议,河南省新型冠状病毒肺炎流行期间急性心肌梗死溶栓治疗建议专家组成员,站内免费下载,https://guide.medlive.cn/guideline/20135
中国卒中后认知障碍防治研究专家共识,"中国卒中学会(CSA,Chinese Stroke Association)",站内免费下载,https://guide.medlive.cn/guideline/20125
胸部CT扫描规范化专家共识,中华医学会放射技术分会传染病影像技术专业委员会结核学组,站内免费下载,https://guide.medlive.cn/guideline/20116
高血压合并动脉粥样硬化防治中国专家共识,中国医师协会高血压专业委员会,站内免费下载,https://guide.medlive.cn/guideline/20340
新型冠状病毒肺炎早期中成药干预的药学共识（北京）,北京地区相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20121
疫情防控期间皮肤科防控COVID-19 的专家共识,中国医师协会皮肤科医师分会,站内免费下载,https://guide.medlive.cn/guideline/20117
2020 BSE实践指南：成人右心超声心动图评估,"英国超声心动图学会(BSE,British Society of Echocardiography)",站内免费下载,https://guide.medlive.cn/guideline/20120
2020 CCO临床实践指南：成人皮肤或黏膜黑色素瘤复发高危患者的全身辅助治疗,"加拿大安大略癌症治疗中心(CCO,Cancer Care Ontario)",站内免费下载,https://guide.medlive.cn/guideline/20339
2020 CFF共识指南：晚期囊性纤维化肺病患者的护理,"囊性纤维化基金会(CFF,cystic fibrosis foundation)",站内免费下载,https://guide.medlive.cn/guideline/20137
2020 CSC专家共识：COVID-19流行期间严重突发心血管疾病临床管理原则,中华医学会心血管病学分会(Chinese Society of Cardiology),站内免费下载,https://guide.medlive.cn/guideline/20347
2020 NICE指南：新生儿肠外营养（NG.154）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/20097
2020 欧洲跨学科指南：皮肤侵袭性鳞状细胞癌—治疗,"欧洲皮肤病学论坛(EDF,European Dermatology Forum)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20139
2020 欧洲跨学科指南：皮肤侵袭性鳞状细胞癌—流行病学，诊断和预防,"欧洲皮肤病学论坛(EDF,European Dermatology Forum)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20138
2020 EHRA共识文件：心脏植入电子设备感染的预防、诊断和治疗,"欧洲心律学会(EHRA,European Heart Rhythm Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20128
2020 NICE指南：脓疱病抗菌药物处方（NG.153）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/20105
2020 AHA科学声明：运动相关的急性心血管事件和长期运动训练后潜在的有害适应,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/20158
重症新型冠状病毒肺炎患者营养支持治疗的专家建议,国内急诊/重症相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20172
中国老年慢性阻塞性肺疾病临床诊治实践指南,中国老年医学学会,会员可通过APP阅读,https://guide.medlive.cn/guideline/22830
2020 WAO意见书：IgE过敏诊断以及其他过敏相关试验,"世界过敏组织(WAO,Word Allerge Organization)",站内免费下载,https://guide.medlive.cn/guideline/20213
辽宁省新型冠状病毒感染流行期间孕产妇管理指导意见,辽宁省产科专业质控中心,站内免费下载,https://guide.medlive.cn/guideline/20193
血小板抗体检测专家共识,中国医师协会输血科医师分会,站内免费下载,https://guide.medlive.cn/guideline/20180
围产新生儿新型冠状病毒感染防控管理预案（第二版）,围产新生儿新型冠状病毒感染防控管理预案工作组,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20165
广东省新型冠状病毒肺炎疫情防控期间脑血管病诊断和治疗工作指引,广东省医学会脑血管病学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20123
基于高分辨 CT 影像学指导≤2 cm GGN 肺癌 手术方式胸外科专家共识（2019版）,北京医学会胸外科分会,站内免费下载,https://guide.medlive.cn/guideline/20094
中国非小细胞肺癌免疫检查点抑制剂治疗专家共识（2019年版）,"中国临床肿瘤学会(CSCO,Chinese Society of Clinical Oncology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20093
静脉血栓栓塞症机械预防中国专家共识,中国健康促进基金会,会员可通过APP阅读,https://guide.medlive.cn/guideline/20757
新型冠状病毒感染肺炎背景下泌尿外科诊疗防控工作建议,中国泌尿外科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20382
2020 USPSTF建议声明：老年认知障碍的筛查,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/20099
2020 英国临床指南：成人肝移植,国外器官移植相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21483
2020 BSR专家共识指南：利妥昔单抗用于ANCA相关性血管炎的维持缓解治疗,"英国风湿病学会(BSR,British Society for Rheumatology)",站内免费下载,https://guide.medlive.cn/guideline/20091
2020 ESPNIC国际循证指南：危重症新生儿和儿童即时超声检查,"欧洲儿童、新生儿重症监护学会(ESPNIC,European Society of Paediatric and Neonatal Intensive Care)",站内免费下载,https://guide.medlive.cn/guideline/20096
2020 SGO临床实践声明：紧急手术中阿片类药物使用管理,"美国妇科肿瘤学会(SGO,Society of Gynecologic Oncology)",站内免费下载,https://guide.medlive.cn/guideline/20122
2020 专家共识建议：儿童继发性骨质疏松的诊断和治疗,西班牙儿童风湿病学会(Spanish Society of Pediatric Rheumatology),站内免费下载,https://guide.medlive.cn/guideline/20108
新型冠状病毒肺炎疫情防控时期主动脉急症患者诊治的建议,中国心血管病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20095
吲哚菁绿近红外光成像在腹腔镜胃癌根治术中应用中国专家共识（2019版）,中华医学会外科学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20085
2020 EAN指南：昏迷以及其他意识障碍的诊断,"欧洲神经病学学会(EAN,European Academy of Neurology)",有解读站内免费下载,https://guide.medlive.cn/guideline/20081
消化道肿瘤完全植入式给药装置临床应用中国专家共识及操作指南（2019版）,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/20080
新型冠状病毒感染患者体外循环感染防控专家建议,中国生物医学工程学会(chinese society of biomedical engineering),站内免费下载,https://guide.medlive.cn/guideline/20079
新型冠状病毒肺炎若干热点问题的中西医结合建议,上海市中西医结合学会呼吸病专业委员会,站内免费下载,https://guide.medlive.cn/guideline/20074
新冠肺炎诊疗方案治疗药物信息汇编（第一版）,湖南省药学会,站内免费下载,https://guide.medlive.cn/guideline/20061
胃癌围手术期营养治疗中国专家共识（2019版）,中国抗癌协会胃癌专业委员会,站内免费下载,https://guide.medlive.cn/guideline/20078
2020 ACR指南：风湿性和肌肉骨骼疾病生殖健康的管理,"美国风湿病学会(ACR,American College of Rheumatology)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/20082
新冠肺炎期间的0～6岁居家儿童运动指导建议（第一版）,全国妇幼健康研究会儿童早期发展专业委员会,站内免费下载,https://guide.medlive.cn/guideline/20104
2020 CCS/CHFS心衰指南：功能性二尖瓣反流、SGLT2抑制剂、ARNI治疗HFpEF以及Tafamidis治疗淀粉样变性的临床试验更新,"加拿大心血管学会(CCS,Canadian Cardiovascular Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20175
皮肤病患者预防新型冠状病毒肺炎个人防护专家共识（第一版）,中国医药教育协会,站内免费下载,https://guide.medlive.cn/guideline/20066
2019冠状病毒病流行期间儿童血液肿瘤病房规范化管理建议,湖北省儿科学会血液肿瘤学组,站内免费下载,https://guide.medlive.cn/guideline/20056
新型冠状病毒肺炎防控期间预防肺功能检查交叉感染专家共识,上海医学会呼吸病学分会肺功能学组,站内免费下载,https://guide.medlive.cn/guideline/20055
2020 专家共识：FDG PET/CT在感染和炎症中的应用,中国影像科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/20084
新型冠状病毒肺炎防控方案（第五版）,中华人民共和国国家卫生健康委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20051
2020 ERS技术标准：呼吸振荡检查技术,"欧洲呼吸学会(ERS,European Respiratory Society)",有解读站内免费下载,https://guide.medlive.cn/guideline/20100
2020 AAOS临床实践指南：急性室间隔综合征的管理（概要）,"美国骨科医师学会(AAOS,American Academy of Orthopaedic Surgeons)",第三方数据库下载,https://guide.medlive.cn/guideline/23536
维生素D及其类似物在慢性肾脏病患者中应用的中国实践方案（2019版）,中国医师协会肾脏内科医师分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/22133
重症新型冠状病毒肺炎管理专家推荐意见,中华医学会重症医学分会,站内免费下载,https://guide.medlive.cn/guideline/21126
关于炎症性肠病患者有效预防和治疗SARS-CoV-2 感染的共识,中国医药教育协会,站内免费下载,https://guide.medlive.cn/guideline/20248
输血相容性检测室内质量控制的失控判定与处理专家共识,中国输血协会,站内免费下载,https://guide.medlive.cn/guideline/20220
四川省抗癌协会关于COVID-19 疫情期间放射治疗场所疫情防控的专家共识( 第一版),四川省抗癌协会,站内免费下载,https://guide.medlive.cn/guideline/20218
中国斑秃诊疗指南（2019）,中华医学会皮肤性病学分会,站内免费下载,https://guide.medlive.cn/guideline/20179
2020 KDA/KSN共识声明：二甲双胍治疗糖尿病合并慢性肾脏病患者,"韩国糖尿病协会(KDA,Korean Diabetes Association)",站内免费下载,https://guide.medlive.cn/guideline/20106
开窗治疗颌骨囊性病变的专家共识,中国口腔科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20102
2020 香港共识声明：生物类改善病情的抗风湿药(DMARDs)治疗多关节型JIA、附着点炎相关关节炎和银屑病关节炎,中国风湿免疫科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20070
先天性心脏病外科治疗中国专家共识（三）：肺动脉闭锁合并室间隔缺损,国家心血管病专家委员会先天性心脏病专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20069
2020 SEQ/SEMI/SEDAR临床实践指南：艰难梭菌感染的诊断和治疗建议,"西班牙化疗学会(SEQ,Spanish Society of Chemotherapy)",站内免费下载,https://guide.medlive.cn/guideline/20068
SARS-CoV-2新型冠状病毒肺炎流行期肺部手术的初步建议,中国胸外科专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20060
新型冠状病毒感染肺炎期间黑素瘤患者个人防护专家共识（第一版）,中国抗癌协会皮肤肿瘤专业委员会,站内免费下载,https://guide.medlive.cn/guideline/20054
新型冠状病毒肺炎恢复期中医药综合干预方案专家指导意见（草案）,北京中医药学会肺系病专业委员会,站内免费下载,https://guide.medlive.cn/guideline/20046
老年患者出院准备服务专家共识（2019版）,中国老年护理联盟,站内免费下载,https://guide.medlive.cn/guideline/20853
中国特应性皮炎诊疗指南（2020版）,中华医学会皮肤性病学分会免疫学组,有解读有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/20772
中国老年患者肠外肠内营养应用指南（2020）,"中华医学会肠外肠内营养学分会(CSPEN,Chinese Society for Parenteral and Enteral Nutrition)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/20749
肥胖症基层诊疗指南（2019年）,"中华医学会(CMA,Chinese Medical Association)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/20729
2020 亚洲专家建议：SGLT-2抑制剂在2型糖尿病合并腹型肥胖患者中的应用,亚洲内分泌专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20567
口服H1抗组胺药治疗变应性鼻炎广州共识（2020精要版）,中国鼻病研究协作组,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20511
口腔颌面外科手术在新型冠状病毒感染流行期管理的专家意见,"中华口腔医学会(CSA,Chinese Stomatological Association)",站内免费下载,https://guide.medlive.cn/guideline/20474
中国产褥期（月子）妇女膳食建议,"中国营养学会(CNS,Chinese Nutrition Society)",站内免费下载,https://guide.medlive.cn/guideline/20464
寰枢椎脱位中西医结合诊治指南（2019）,"中国中西医结合学会(CAIM,Chinese Association of Integrative Medicine)",站内免费下载,https://guide.medlive.cn/guideline/20421
2019新型冠状病毒肺炎疫情期湖北风湿免疫病患者随访和感染防治的专家建议（试行第一版）,湖北省医学会风湿免疫学分会,站内免费下载,https://guide.medlive.cn/guideline/20407
根治性肾脏切除术安全共识,中国医促会泌尿健康促进分会,站内免费下载,https://guide.medlive.cn/guideline/20383
新型冠状病毒肺炎重型/危重型患者护理专家共识,复旦大学附属中山医院护理部,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20364
新型冠状病毒肺炎肺部超声检查及远程诊断实施方案（第一版）,中华医学会超声医学分会,站内免费下载,https://guide.medlive.cn/guideline/20359
通窍鼻炎颗粒治疗儿童鼻炎及鼻-鼻窦炎临床应用专家共识,中国医师协会儿科医师分会儿童耳鼻咽喉专业委员会,站内免费下载,https://guide.medlive.cn/guideline/20346
儿童常用雾化吸入药物处方审核建议,国家儿童医学中心（北京）,站内免费下载,https://guide.medlive.cn/guideline/20341
脑卒中居家康复上海地区专家共识,国家中医药管理局,站内免费下载,https://guide.medlive.cn/guideline/20308
疑似新型冠状病毒肺炎患者行急诊经皮冠状动脉介入治疗护理管理专家建议（第一版）,《疑似新型冠状病毒肺炎患者行急诊经皮冠状动脉介入治疗护理管理专家建议》专家组,站内免费下载,https://guide.medlive.cn/guideline/20307
肥胖女性压力性尿失禁体质量管理中国专家共识（2020版）,妇产科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20257
2020 AAES指南：成人甲状腺疾病的明确手术治疗（概要）,"美国内分泌外科协会(AAES,American Association of Endocrine Surgeons)",站内免费下载,https://guide.medlive.cn/guideline/20058
2020 ESPNIC临床建议：儿童危重症患者的营养支持,"欧洲儿童、新生儿重症监护学会(ESPNIC,European Society of Paediatric and Neonatal Intensive Care)",站内免费下载,https://guide.medlive.cn/guideline/20062
2020 专家共识报告：牙周炎和心血管疾病,"欧洲牙周病联合会(EFP,European Federation of Periodontology)",站内免费下载,https://guide.medlive.cn/guideline/20785
2020 欧洲鼻窦炎和鼻息肉意见书,"欧洲变应性反应与临床免疫学会(EAACI,European Academy of Allergy and Clinical Immunology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21141
2019 ESC/HFA意见书：心衰患者应用新型降糖药物的作用和安全性,"欧洲心脏病学会(ESC,European Society of Cardiology)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/21232
2020 SFAR指南：肌松药和麻醉逆转,"法国麻醉和重症医学学会(SFAR,French Society for Anaesthesia and Intensive Care)",站内免费下载,https://guide.medlive.cn/guideline/21661
艾滋病免疫功能重建不良中西医协同治疗专家共识,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/20041
注射用灯盏花素临床应用专家共识,中医相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20037
新型冠状病毒肺炎患者经鼻高流量氧疗使用管理专家共识,中华医学会呼吸病学分会,站内免费下载,https://guide.medlive.cn/guideline/20031
新型冠状病毒肺炎诊疗方案（试行第六版）,中华人民共和国国家卫生健康委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20020
新型冠状病毒感染肺炎重症患者的营养支持及监护建议,华中科技大学同济医学院附属协和医 院专家小组,站内免费下载,https://guide.medlive.cn/guideline/20038
神经介入专业防控新型冠状病毒感染专家共识（第一版）,国家卫生计生委脑卒中防治工程委员会,站内免费下载,https://guide.medlive.cn/guideline/20230
脑血管外科专业防控新型冠状病毒感染的专家共识（第一版）,中国神经外科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20216
2020 临床管理建议：成人肌强直营养不良患者心脏病的治疗,国外心血管相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20045
2019冠状病毒病(COVID-19)疫情防控期间妇科急诊患者临床诊疗防护原则和措施的建议,华中科技大学同济医学院附属同济医院,站内免费下载,https://guide.medlive.cn/guideline/20028
新型冠状病毒肺炎影像学检查、诊断及医院内感染预防与控制：湖南省放射学专家共识,湖南省医学会放射学专业委员会,站内免费下载,https://guide.medlive.cn/guideline/20025
妇科应对新型冠状病毒感染应急流程管理及防控策略建议,华中科技大学同济医学院附属协和医院妇产科,站内免费下载,https://guide.medlive.cn/guideline/20023
2020 UEG/ESNM指南建议：贲门失弛缓症,"欧洲胃肠病学联合会(UEG,United European Gastroenterology)",站内免费下载,https://guide.medlive.cn/guideline/20331
2020 TES临床实践指南：女性绝经后骨质疏松症的药物治疗（更新版）,"美国内分泌学会(TES,The Endocrine Society)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/20026
2020 ESCP指南：痔疮,"欧洲肛肠病学学会(ESCP,European Society of Coloproctology)",站内免费下载,https://guide.medlive.cn/guideline/20027
物联网辅助新冠肺炎诊治中国专家共识,Clinical eHealth 中国物联网辅助新冠肺炎诊治专家组,站内免费下载,https://guide.medlive.cn/guideline/20014
2020 ISRS实践指南：Spetzler-Martin I级和Ⅱ级动静脉畸形立体定向放射外科治疗,"国际立体定向放射治疗学会(ISRS,International Stereotactic Radiosurgery Society)",站内免费下载,https://guide.medlive.cn/guideline/20018
新型冠状病毒肺炎疫情防控期间孕产妇心理调整专家建议,北京协和医院相关科室专家,站内免费下载,https://guide.medlive.cn/guideline/20021
复旦大学附属中山医院新型冠状病毒肺炎疑似病例诊治方案（2020 v.1）,复旦大学附属中山医院新冠肺炎诊治专家组,站内免费下载,https://guide.medlive.cn/guideline/20002
2019冠状病毒病疫情下康复医院防控策略专家共识（第一版）,中国康复医学会(Chinese Association Of Rehabilitation Medicine),站内免费下载,https://guide.medlive.cn/guideline/20001
2020 ACC专家共识：二尖瓣反流的管理决策路径（更新版）,"美国心脏病学会(ACC,American College of Cardiology)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/19989
2020 SCCM指南：ICU内成人急性和慢加急性肝衰竭的管理,"美国重症医学会(SCCM,Society of Critical Care Medicine)",有解读有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/19992
儿童2019冠状病毒病（COVID-19）诊疗指南（第二版）,国家儿童健康与疾病临床医学研究中心,站内免费下载,https://guide.medlive.cn/guideline/20024
杂交技术治疗累及弓部主动脉病变的中国专家共识,国家心血管病专家委员会血管外科专业委员会,站内免费下载,https://guide.medlive.cn/guideline/20004
2020 专家组建议：癌症治疗引起皮肤不良事件,巴西皮肤肿瘤专家委员会,站内免费下载,https://guide.medlive.cn/guideline/20243
2020 台湾艰难梭菌感染治疗指南建议,中国台湾感染科专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20225
新型冠状病毒肺炎患者功能恢复的中西医结合康复训练指导建议,上海中医药大学康复医学团队,站内免费下载,https://guide.medlive.cn/guideline/20022
2018 日本胃癌治疗指南（第五版）,"日本胃癌学会(JGCA,Japanese Gastric Cancer Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/19990
2018 JSH实践指南：血液恶性肿瘤—Ⅰ.白血病-6:骨髓增生异常综合征,"日本血液学会(JSH,Japanese Society of Hematology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/19993
2020 NTAC/CDC建议：潜伏性结核感染的治疗指南,"美国国家结核病控制协会(NTAC,National Tuberculosis Controllers Association)",有翻译第三方数据库下载,https://guide.medlive.cn/guideline/19994
2020 SGO临床实践声明：激素治疗（HT）在妇科肿瘤以及妇科肿瘤高危女性中的应用,"美国妇科肿瘤学会(SGO,Society of Gynecologic Oncology)",有解读站内免费下载,https://guide.medlive.cn/guideline/20030
影像技术应对新型冠状病毒感染肺炎的管理策略,西安交通大学第一附属医院医学影像科,站内免费下载,https://guide.medlive.cn/guideline/20007
新型冠状病毒肺炎患者血药浓度检测技术指引,广东省药学会,站内免费下载,https://guide.medlive.cn/guideline/19999
新型冠状病毒(2019-nCoV)肺炎流行期间呼吸科门诊质控上海专家共识,上海市呼吸内科临床质控中心,站内免费下载,https://guide.medlive.cn/guideline/19978
新型冠状病毒肺炎疫情期间军队医院心血管急危重症患者临床管理原则专家共识,全军心血管 疾病介入诊疗质量控制委员会,站内免费下载,https://guide.medlive.cn/guideline/19976
中国含鹅膏毒肽蘑菇中毒临床诊断治疗专家共识,中华医学会急诊医学分会,站内VIP下载,https://guide.medlive.cn/guideline/20827
新型冠状病毒肺炎患者急诊手术手术室管理策略与建议,郑州大学第一附属医院专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/19984
